gene_name	baseMean	log2FoldChange	padj	N1_1	N1_2	WT_1	WT_2
Tmem150b	486.084145185809	-2.65584327534541	4.37485482089408e-11	127.153175028955	139.623956849987	831.916978463696	781.549423564469
Tmem254c	845.809378335308	1.00307378742298	1.21556781776443e-13	966.295598076793	951.509435702666	505.440102091197	466.713796111879
Tmem87b	1834.07979122231	1.17646597696009	1.02599311181128e-11	2501.91201931626	2308.67058158553	1102.8568088766	1049.84795116541
Tmod2	30037.6634380714	-5.27563131551881	1.1202183843713e-126	1222.82716250874	854.906147244402	39886.2542592749	40968.6784064278
Trio	7576.08324749995	-1.86200802266649	0.00259120661275509	1290.82058626805	4065.86383400745	9638.61423272764	8999.42343396945
Tro	2305.89151049294	2.30542454347188	0.0274271858927494	5485.92822746927	5520.01799645323	1637.95264548805	622.977879479424
Tusc3	975.461437218841	2.2718506085291	0.0274271858927494	713.226981576048	3988.91442658603	474.873917055021	522.699122640841
Ube2m	1509.43033590188	6.57302844200223	0.000516311685113023	3922.04658776953	4077.16564637499	44.2158104885415	57.4042553543073
Ubfd1	784.55619199815	2.62196254719271	0.00415071300753088	1916.11230735646	2361.86001172185	264.963286082135	438.823608000407
Uckl1	236.707981795982	1.45457632156801	0.0177710158403256	295.672628028809	677.920898950373	129.790358914907	184.589675230403
Vwa3b	246.320320645463	-2.52408892568981	0.0140095122420746	34.1252666636657	89.8954187754282	603.432028808148	329.418159653088
Wnt7b	918.33487782061	1.4529763850581	9.29180993035671e-05	2214.79559678509	2265.87477434697	755.192527022337	878.029095401575
Ypel4	258.453682697167	2.5945757920506	0.034806574659742	345.265197918212	266.827920510893	238.465286523422	99.8117563357609
Zfp3	314.393695535269	-3.68196996959008	0.007800208150385	39.2507032522953	32.6580697506537	545.068396641219	379.053579186451
Zfp37	943.340502327645	1.38313918789948	0.00735056556409671	1318.94675658797	1241.10515656363	538.70751603168	433.965843258466
Zfp512	483.245861627241	-1.1066785974932	0.000110747377944275	296.003297274943	255.894726974144	679.955306301572	580.398205275692
Zfp512b	357.121981108376	-2.91009445573063	0.000197650560999014	71.6126249323176	93.7399176580556	586.132117200498	475.491849564696
Zfp862-ps	220.902747078672	-1.03231018445394	0.0325885856059879	130.429853558112	192.252247988793	324.40581928701	336.847922610556
Znrf3	166.138591833908	-10.4308973072368	7.18234103638653e-10	0	0	219.245388593116	243.965335540216
