gene_name	baseMean	log2FoldChange	padj	N1_1	N1_2	WT_1	WT_2
Rnaset2a	423.130282713219	-1.74497317937102	0.00452860388888742	147.75093879259	97.2842706579291	358.333292578841	460.475888978747
Rnaset2b	441.909109365341	-2.01398996506293	0.00012409759841355	101.321582814065	178.71221502441	535.933172116506	591.76715686821
Rnf214	4557.58590107454	-2.58284415993025	1.51178449895185e-59	1603.00177675998	1260.30263844806	7180.58685285552	7272.89612327994
Rpl10	2626.2718968707	1.03618875606026	0.000629491185500369	3377.38609380215	4203.81931179248	1645.35543939556	2052.53480644578
Rps2	3446.20474652835	1.3058272942806	1.14399287224752e-10	7499.62274234553	7261.88467649952	2649.21511216682	3323.77566643013
Rps26	3330.83635653452	1.11711239556728	0.0140095122420746	4899.94825717025	5378.60265421182	1866.63087788306	2872.13735931436
Rps27rt	163.015639011315	-1.34570294756267	1.30697712202794e-05	61.1580725093903	75.2949941473404	163.419016497647	185.494304708263
Rps3a1	8899.90751226428	-1.92860282578343	1.1360848105977e-07	2222.68517254277	3703.96941088664	11171.364568777	11396.8104061246
Sap25	129.026362810701	-4.36918501782009	0.000853178994602301	10.9536846285475	9.97885464603307	283.191960266108	113.917698000183
Sdr39u1	214.593565539278	-2.31997726117527	0.000121900918662508	75.690595523237	48.8549647795826	260.051192008357	347.323399990345
Sec14l5	588.02260289758	-1.07209626312809	0.0473612446719213	379.924017395066	415.605923075259	743.108841211434	767.510221395449
Sema4b	679.358292523821	-2.56141568377687	0.00133589795320596	179.228141420396	99.2056252115503	1122.77063266981	541.046576475712
Sh2d5	1732.03846420053	-2.39041506883652	0.0274271858927494	337.738609380215	305.715819610286	441.535852027803	2923.55154159763
Sh3bgrl3	2836.81886108584	-1.07890881775839	0.00254752494036074	2283.84324505216	2179.01898725195	4792.94780063284	4635.3413752641
Shisa9	3130.21847156849	1.51471160829875	0.0196916799603936	4158.64744250561	3685.56350361327	1030.84544369799	1767.76163269479
Slc16a10	211.788694517277	-2.67837906198353	1.04254805078986e-21	76.9883337860946	79.7791257636094	218.924123624024	218.788069256741
Slc25a19	1012.0390063165	-1.75224439226239	0.00107887253861219	382.51742424116	548.941353720551	1848.12037694912	1238.88509573585
Slc39a10	5796.2186792073	-1.11998705626755	6.10625578425309e-06	5057.65798113092	3989.36203679747	9336.21668795593	10169.7106803476
Slc6a6	4483.26028383065	-4.91600641750507	0.0121696814892119	245.383438599024	193.950983314003	5098.60450645137	8398.25580715089
Snhg17	70.3936699101868	3.93778691657309	0.000283221876430112	156.951328728118	76.4855589177908	4.17994707834344	11.7234492278835
Sparc	6596.55701846193	3.39175011057374	4.06838267246061e-10	13124.7686180258	13569.1822035208	1719.04841258739	826.938442980799
Srrm2	2411.2183025855	-1.11281601447572	1.49890968011922e-27	1618.47620636241	1714.36968749063	2523.87754099679	2773.34312771378
Tanc2	3849.08543100154	-1.71250291401035	0.000473897080604607	1920.2868298259	929.93719105634	5324.91338587707	3870.1545240558
Tardbp	1806.59762401259	2.0455719684137	5.64057093127245e-19	3656.5660983893	2590.12648614942	804.041076993742	1097.11126417465
Tdrd7	1216.21482292905	1.53001010245519	0.0426516992167136	1777.13476763123	1753.64985937529	395.349239247723	824.184804315305
Tfrc	4132.16392549841	1.01387966442848	0.0177264299639286	6709.05628827482	5891.0611815718	2475.94505817294	3757.23165883862
Tln2	6385.47624774494	-4.14633559131978	6.45783126107866e-49	383.847567507759	605.069224536322	9224.94822007114	8091.7520169199
